overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,reviewText_length_words,summary_length_words,label
5,True,"03 13, 2015",AY7A00O0NRB9E,B004GC6KB6,Bryce,I actually real like this paper. Its a lot softer than others. I use it for my waxing clients.,Five Stars,1426204800,,,,19,2,POSITIVE
5,True,"05 11, 2010",A1X3B0VII76T6I,B0006O1ICE,Mark Schumaker,It holds stuff together. Big tubes. Only buy this if you know what JB weld is.,big tubes of JB weld,1273536000,,{'Size:': ' 10 oz'},,16,5,POSITIVE
5,True,"07 24, 2017",A2VTTZLEHZLMP4,B00004Z2HY,LonnieK,exactly what I was expecting.,Five Stars,1500854400,,{'Size Name:': ' 2-Pack'},,5,2,POSITIVE
5,True,"03 9, 2017",A221JNMGO94S2O,B00NG2SEPW,Ann T.,THis is a nice pH probe. I really like it. It holds its calibration very well.,Five Stars,1489017600,,,,16,2,POSITIVE
1,True,"07 20, 2018",A3W3MD5M6FJDHO,B00A3XK554,Kvanwem,"Bought this used, there was some major issues not disclosed by the seller. The units work but the seller (Qualified Technologies LLC) didn't include 12 of the items that were in the listing, I wold suggest that you read seller feedback before purchasing. This is a discontinued item by Fluke so it is fine for personal or company use but couldn't be used for manufacture cable warranties.
Fluke makes great products, just this order came up short, not the fault of Fluke.","Good Unit, Bad Seller",1532044800,,"{'Size:': ' DTX-1800 with DTX-MFM2 MM, DTX-OTDR MM and SM, and DTX-SFM2 SM Fiber Modules, and 1 Yr. of Gold Support', 'Model Number:': ' DTX-1800MSO120/GLD'}",,82,4,NEGATIVE
5,True,"11 5, 2017",A2FVZMNL6G76G,B00I5B1JY2,Anthony Brent Cloud,Razor's best friend.,Super product,1509840000,,,,3,2,POSITIVE
3,True,"11 2, 2013",A3PPQ02RS2Y40Q,B000B7R6QS,Hiroyuki Watanabe,"It is useful, but indication for measurement is slowly due to use the liquid. When i use it, i need the standing tool.",good,1383350400,,,,23,1,NEUTRAL
3,True,"02 27, 2015",A3O8FSEIWM34L8,B00CBI1E7M,Peter Muravez,"It's not commercial grade wire shelving, but it's sturdy enough for our needs. It was easy to put together with spare black pressure pieces. The bamboo top is actually a bit thinner than a regular bamboo chopping board. it easily flips over to create a smooth work surface. it could use a rub down with mineral or wood oil before using for chopping. i tend to use a cutting board on top of this anyways.",Worth the money,1424995200,2,{'Color:': ' Chrome'},,75,3,NEUTRAL
5,True,"04 24, 2013",A2Z5Y8BT3JFRZD,B006J4G45G,anonymous,I bought a couple 4 channel units and an 8 channel and they work great! The LED lights are very useful for troubleshooting. The terminal blocks appear to be solidly soldered to the board which is important as you tighten the screws on the wires.,Works great!,1366761600,,{'Size:': ' 4-CH'},,45,2,POSITIVE
5,True,"06 24, 2018",A2S39WQW50F9OF,B00GUTU4EM,The Nurse,Awesome!,Great,1529798400,,,,1,1,POSITIVE
5,True,"06 22, 2018",AKK4P4QA1P6EY,B00EMK0SL0,Amazon Customer,Just as described. And solved the problem,Fast delievery,1529625600,,,,7,2,POSITIVE
4,True,"03 2, 2018",A2GGB2RYHRMWAH,B0189J0PIU,Andrew Hazanov,"Looks good, works well, easy to install.  I'm not a fan of the tactile feedback you get when pressing these - it's a bit of an unrefined click, but that's personal preference.","Looks good, works well",1519948800,,{'Color:': ' 16mm Silver'},,32,4,POSITIVE
5,True,"06 1, 2015",A1X4VEJRJNKWMX,B00Q466NVY,GardenMN,"Works just as I needed, very thick and sturdy.",Works exactly as needed,1433116800,,,,9,4,POSITIVE
5,True,"05 28, 2015",AOKYQWHKRLXF,B00IOXBO32,James Boothby III,A+,Five Stars,1432771200,,,,1,2,POSITIVE
5,True,"05 4, 2016",A1RVWUJ7Y10EO4,B00JERRES6,Capt-Kirk,works great,Five Stars,1462320000,,,,2,2,POSITIVE
1,False,"10 10, 2011",A2T89PHDRKNOS9,B000F4OYMQ,T. S.,very poor performance. As a RN I know the difference between good and bad stethoscope. for this one i can give the lowest rate,very poor performance,1318204800,,{'Color:': ' Lilac Tube'},,24,3,NEGATIVE
5,True,"08 20, 2017",AROZ9VRBW32BH,B001BYFKP4,ziggy,great product,Five Stars,1503187200,,{'Package Quantity:': ' 1'},,2,2,POSITIVE
1,True,"09 19, 2017",AV3ABJ0C75QZ1,B00N13GMUK,Tony,Not enough 108 bottles as supposed to and some are crushed and cracked up.,One Star,1505779200,,{'Material:': ' Bottles without Lids'},,14,2,NEGATIVE
5,True,"11 6, 2014",A1MAFAZ2CTQTF6,B0030MFTAQ,Hayley J.,Great product.,Great product,1415232000,,,,2,2,POSITIVE
2,True,"11 5, 2015",A1L2EDPTYRLG9,B0012NGCLK,Starley,really poorly weighted,Two Stars,1446681600,,{'Color:': ' Black (Noirnoir)'},,3,2,NEGATIVE
5,True,"07 28, 2016",AFQJDNE5QS4FQ,B000EWW2UA,MLucco,"Purchased this for what I thought was a one time use, needed a 1000v megohmmeter to test cable insulation. Since receiving this product I was also able to retire my older multimeter. I did a lot of research prior to my purchase since I needed the tool for 1 job therefore not wanting to spend too much. This tool has all the features as other units costing $100's more, I am very happy with this purchase.",I am very happy with this purchase,1469664000,,{'Style:': ' Digital'},,76,7,POSITIVE
5,True,"02 4, 2014",AU6H40KKFMTO8,B00CNZ1LTE,Amazon Customer,Bought these for a curtain I was making. They are not too strong so they work great. I would recommend them.,Great Magnets,1391472000,,,,21,2,POSITIVE
5,True,"06 30, 2015",A17BOJ37LI3827,B00CIFW76K,JLM,"Bought for use in an RV as a space saver in the bathroom.  Attached to the wall using 12lb command strips instead of the screws.
Works great.",Perfect in RV,1435622400,,"{'Size:': ' 9-1/2"" Width x 5-1/4"" Height x 5"" Depth', 'Color:': ' Clear'}",,27,3,POSITIVE
5,True,"03 1, 2018",A3DI901HF58PD4,B01C3EFUF0,James,Necessary test equipment if you're using your oscilloscope to monitor 50-ohm circuits.,using your oscilloscope with radio gear,1519862400,,,,12,6,POSITIVE
1,True,"03 20, 2015",A2KSY2RR72PBUQ,B00QHJP4YA,Birdonwire,Junk. Did not come with batters as shown and the lite is poor. But I bought if for my kids doctor kit so it works for play,Junk,1426809600,,,,27,1,NEGATIVE
5,True,"05 3, 2015",A1HLVYCHTJSDXL,B001CAXE2S,Clyde N. Keanaaina,Excellent tool as described. With a little practice.......,Five Stars,1430611200,,,,8,2,POSITIVE
5,True,"07 4, 2015",A3MM5T04B8ZMPU,B00ID8IUJY,Sergio C. Alegarbes,Works great on my exhaust!,Five Stars,1435968000,3,{'Color:': ' Red'},,5,2,POSITIVE
5,True,"09 6, 2015",A1YVAPR9JE0LA0,B00I55LKXS,defrost,These were a great price and of good quality.  They work perfect on my Smart Relief Tens Unit.,Five Stars,1441497600,,{'Color:': ' 10 Pack'},,18,2,POSITIVE
5,True,"11 17, 2014",A1RNMMF87ETMY1,B000LJNJOE,TechTeacher,It works and that is all that really matters!,Five Stars,1416182400,,,,9,2,POSITIVE
4,True,"11 17, 2014",A3BB8EN8XPSCGX,B003X2734I,Steve C.,Attached it to outside of door to our lobby.  Made out of durable aluminum.  Easy to read.,Easy to read,1416182400,,"{'Size:': ' 10"" H x 7"" W', 'Material:': ' BradyTuff Aluminum (B-555)'}",,17,3,POSITIVE
5,True,"04 20, 2016",AIWP677SNKXNZ,B00837ZGRY,Patriot,Exactly what I ordered and wanted.,Five Stars,1461110400,,{'Style Name:': ' lasergrip 774'},,6,2,POSITIVE
5,True,"07 20, 2016",A2CTLORFSA11MT,B00005IBW1,Amazon Customer,This is my favorite whitening kit. There is no other whitening kit that I have tried that works this well. It will absolutely whiten your teeth a couple shades if used properly. I will never use another whitening kit again!,This is my favorite whitening kit,1468972800,,"{'Size:': ' Kit', 'Style Name:': ' 2-Hour Whitening Kit'}",,40,6,POSITIVE
1,True,"02 9, 2015",A2ISDU6YL7J6S6,B000YD0O5Y,joaquin black,destroyed my phone.,One Star,1423440000,,,,3,2,NEGATIVE
5,True,"07 21, 2015",A752HMTYAPX8N,B000OVPCX0,Caroline,I got them ahead of schedule and they're exactly what I was expecting. They don't seem to be to sharp compared to what other reviews say they. I am satisfied with my purchase and would definitely buy it again.,Would definitely buy again,1437436800,,,,39,4,POSITIVE
5,True,"01 1, 2015",A20VNNFZWP6VPP,B00E34BCCE,Fred W.,Just what I needed. Good people good service. Good price.,Good people good service,1420070400,,,,10,4,POSITIVE
5,True,"08 23, 2014",A20F99F8Q41L1O,B004PD9ULS,CAMILLE C. MARCUCCI,"I love these tubes for my seed beads,  and they don't take up much room. I ordered 3 sets and may order more in the future.",I love these tubes for my seed beads,1408752000,,,,26,8,POSITIVE
5,True,"02 22, 2014",A14198HQ945M3X,B008PEMR0O,Baldman,The purchased arrived in just three days and it was everything I had hoped for in a tooth brush. I have absolutely no complaints.,better than I expected,1393027200,2,,,24,4,POSITIVE
5,False,"07 24, 2017",AAHWRX58HG8E6,B01APXTF2K,HLD,These are great! The 3D pens I ordered ages ago when I got an amazing deal around Christmas. But the filaments had run out. These should definitely keep us going a while and the price was right on prime day.,Worth it,1500854400,,,,40,2,POSITIVE
5,True,"06 21, 2016",A2VHO5X09KY5DA,B00I6445LC,Jupe,As usual....love this product,love this,1466467200,,,,4,2,POSITIVE
5,True,"11 24, 2017",A3DHVPVQ8OJXBQ,B00024JE5Q,Home Remodeler,Nice fan.,Nice fan,1511481600,,"{'Size:': ' Shutter Mounted', 'Color:': ' Direct Drive', 'Style:': ' 16 Inch'}",,2,2,POSITIVE
5,True,"04 3, 2016",A1B9KYS2M65Y0P,B00L9OVCQW,Barbara Ambrosio,Super small so I'm not wasting my oils.  The lid seals tight and the stopper goes in tight.,Five Stars,1459641600,,"{'Item Package Quantity:': ' 24', 'Package Quantity:': ' 24'}",,18,2,POSITIVE
5,True,"01 5, 2017",A2PO4K5WCJGSW4,B00H88YNRS,toms_jeep,Nice Ball valve smooth operation no leaks,5 Stars,1483574400,,,,7,2,POSITIVE
5,True,"08 19, 2017",A3QG940JG2DJFG,B0197MHINI,Mike T,Refitting a double wheel wheelbarrow with a solid aluminum axle instead of steel pipe with cotter pins. These will save me the time and trouble of drilling and be more secure as well.,Wheelbarrow refit,1503100800,,,,33,2,POSITIVE
5,True,"01 24, 2016",A7RLWU5UB5C4J,B00RW1BL9E,Amazon Customer,looks real,Five Stars,1453593600,,,,2,2,POSITIVE
4,True,"04 25, 2016",A2P0IUYCY4UKZU,B0051QUOO0,Jagan A.,Nice quality. I like it. Has size options too.,Four Stars,1461542400,,{'Size Name:': ' 1 Pack'},,9,2,POSITIVE
5,True,"11 16, 2012",A3IULQ4N5W3G93,B001Z3C3AG,M. Rylaarsdam,"The padding in my daughter's softball helmet was peeling away so I got this to try it out.  When I first mixed the glue together and applied it, it wouldn't stick and I figured it was a bust.  However, I held it together for five minutes like it said and once it dried, it was like cement.  Very impressed with how well this worked, I was afraid I would have to buy a new helmet but now it's like new.  great.",Worked great for a softball helmet,1353024000,,{'Size Name:': ' 1 - Pack'},,81,6,POSITIVE
3,True,"04 26, 2017",A6YE410FW0OM5,B000F09CEA,Jeff,Not the miracle loosener than some people say.,Three Stars,1493164800,,{'Size:': ' 10 oz'},,8,2,NEUTRAL
5,True,"03 11, 2015",AAMV37M6ZZV64,B000LGPD64,Alx,"working great , fast shipping","working great, fast shipping",1426032000,,{'Color:': ' Clear'},,5,4,POSITIVE
5,True,"05 3, 2016",A301OJASO01TEJ,B015NZE6HO,JM,"excellant product.  I bought this for my daughter, now she can love her Shark, as I do.https://images-na.ssl-images-amazon.com/images/I/31OcZcdOK4L._SS300_.jpg",now she can love her Shark,1462233600,,,,17,6,POSITIVE
5,True,"10 27, 2015",A3VOZHR3XKLP7T,B00ZV64YJ6,Peter J.,very strong as advertised.,Five Stars,1445904000,,,,4,2,POSITIVE
5,True,"01 15, 2016",AVOD4QSU8LTSP,B014QNXK6C,JR,These magnets are awesome and VERY strong.  They will definitely do as we intended and will be buying more from Amazon through CMS Magnetics.,Awesome and strong,1452816000,,,,24,3,POSITIVE
5,True,"07 19, 2016",A33NSFO8BI6FJE,B009346RSS,Brock Landers,I use it to play an optical source into an amp with only RCA inputs.,Dead simple and sounds great.,1468886400,,,,15,5,POSITIVE
1,True,"05 9, 2018",A2B6P64VELCGQD,B00W48WLVC,Rock Rakosi,"Item arrived already having been exposed.  FIT indicator shows between 100 and 250 mSv exposure.  Considering the instructions indicate 250 mSv is supposed to be a lifetime exposure limit, a device that already shows nearly that amount doesn't help determine exposure.  Avoid this device and/or this seller.",Device arrived already exposed.,1525824000,2,,,47,4,NEGATIVE
5,True,"12 14, 2015",A3FMJFLC3S3LIH,B00REHGEIO,Sojae,"Great set in a very compact case. The case also has compartments on either side to hold things you use most often...cool idea.  I posted a question (so far unanswered) as to whether it has bits for recessed square holes (like hex holes but square), such as those used in furniture and some electronics, and it does. It is an amazingly complete set for the price.","Great Set... Neat Case, Very Complete",1450051200,,,,66,6,POSITIVE
5,True,"09 8, 2016",ATG1KOO49U6BF,B014XJGXOA,A. Oquinn,Works very well.,Five Stars,1473292800,,{'Size:': ' 3-hole sizes'},,3,2,POSITIVE
5,True,"03 31, 2017",A2OILVSFZ6U2RI,B01GVTP7X8,Sonia E Narvaez,Excellent quality,Five Stars,1490918400,,,,2,2,POSITIVE
5,True,"10 18, 2014",A3NV9V4V0G1VZ7,B0013SU9XQ,GrandpaJack,Very satisfied with ease of cleaning our water distiller with this product.,Water distiller cleaner,1413590400,,,,12,3,POSITIVE
5,True,"04 10, 2017",AA1CQQ42XX289,B00FS2N34U,Wade,cant live without one of these!,Five Stars,1491782400,,,,6,2,POSITIVE
5,True,"12 2, 2015",A2Z8OLSNBLS4T4,B0051D864S,Skylark Poems,I have used this toothpaste for more than a year now and he highly recommend it.,Highly recommended!,1449014400,,,,16,2,POSITIVE
2,True,"12 24, 2014",A3GU4TFYW17UCW,B005756516,Gio T.,The velcro works better than the adhesive. Adhesive is terrible,Two Stars,1419379200,,"{'Size:': "" 10'""}",,10,2,NEGATIVE
5,True,"08 18, 2016",A28KHXERPCA2CU,B00QZ67T3O,laura cannon wilson,DENTISTS SAY THIS DOES BETTER THAN REGULAR TOOTHBRUSHES.  WORKS FOR ME.,Five Stars,1471478400,,{'Color:': ' Persian Green'},,11,2,POSITIVE
5,True,"12 16, 2017",A2S8QGA72RMP8O,B0031B6Y9G,Kenneth P. Behm,same OEM quality,Five Stars,1513382400,,,,3,2,POSITIVE
5,True,"02 22, 2017",A1K16HJX98SVQF,B00STB0EW6,lotus27,"How have i not bought one if these before? I have used it a dozen times since i bought it. Well worth the money, am recomending them to my friends!","Buy it, you'll love it!",1487721600,,,,30,5,POSITIVE
5,True,"12 25, 2015",A13FL9P9BAY2NV,B00YG1PICO,Amazon Customer,These are great. I broke a ton of another brand and none of these. I'm buying anther box.,Five Stars,1451001600,2,{'Size Name:': ' #10 x 2 Inch'},,18,2,POSITIVE
3,True,"08 12, 2014",A3TJO9UNLL2FVZ,B00062N4J6,jwertel,I stopped using this.  It feels like it takes forever and at least a half dozen patients complain that it gets too tight.,Wouldn't recommend if you plan on using it frequently,1407801600,,"{'Size:': ' Adult Size', 'Color:': ' Black'}",,23,9,NEUTRAL
5,True,"08 13, 2014",A26TYH2HMEK328,B0089P3W0S,Hebert`s Caboose,Great as all ways,Five Stars,1407888000,,"{'Size:': ' 7"" x 10""', 'Material:': ' Durable Non-Reflective Decal'}",,4,2,POSITIVE
5,True,"02 26, 2017",AV8PDR2UFYXP1,B006Z6YQEE,Amazon Customer,does the job beautifully,Five Stars,1488067200,,{'Size:': ' Felt Mounted Points 12PCS'},,4,2,POSITIVE
5,True,"02 22, 2018",A12OU3Q56GT0P4,B001PTGBR6,Amazon Customer,good product for the price.,Five Stars,1519257600,,,,5,2,POSITIVE
4,True,"03 2, 2014",AGRP9Y3OCI0WZ,B006Y2KKVW,Frank R W,"I would not choose that flavor again.  It is just kind of ""sickening"" sweet.  I do not criticize it, but for myself, I would take another flavor.",Marshmallow flavor,1393718400,,,,27,2,POSITIVE
5,True,"03 27, 2016",A3VOZ3U8ZUG8Z8,B0058I2MD2,Matthew,Stuff is great,Grest product,1459036800,,,,3,2,POSITIVE
5,True,"06 29, 2015",A2M00Y536GWCOI,B00P68G1GI,hands on dad,"We've been using these sonicare toothbrushes since they first came out, oral hygiene is much better than regular brushing, this was a replacement for one of the original units",recommended,1435536000,,,,29,1,POSITIVE
5,True,"01 17, 2014",A1THQMP74XQNPH,B0002Q8TPU,CPM,"This product is of good quality and I would definitely recommend this product.
I am quite pleased with this purchase.",Good Quality.,1389916800,,{'Size Name:': ' 1-Pack'},,20,2,POSITIVE
5,True,"01 5, 2016",A26M2TGE3WKS9C,B00837ZGRY,Spencer T.,"Very high quality product.  Backlight can be disabled, laser can be disabled, the grip is comfortable, the temperature is accurate...  What more can you ask for?","the grip is comfortable, the temperature is accurate",1451952000,,{'Style Name:': ' lasergrip 774'},,26,8,POSITIVE
5,True,"01 16, 2017",A28TQBKD7EN46T,B00LMISGO6,mike,good jack good service good price thank you,thank you,1484524800,,,,8,2,POSITIVE
5,True,"04 29, 2017",A209HTHG5YTX3S,B0085J0ZTE,james gustafson,keeps out dust and critters,Five Stars,1493424000,,,,5,2,POSITIVE
5,True,"03 22, 2013",A11X1554YMLZO7,B000LN12Y4,Rick Russell,This is a great ladle for pouring my two cavity moulds but I would use a larger capacity to pour a larger mould.,Nice little dipper,1363910400,,,,23,3,POSITIVE
4,True,"03 31, 2018",A2M7AXRPT0FTMT,B00L9NJY0E,Cathy T,The orifice does not allow the oil to freely flow. Read another review (after owning for over a year) and you tap the bottom of the bottle to get the oils out.,Great value but probably would not purchase this again,1522454400,,,,32,9,POSITIVE
5,True,"01 1, 2018",A270CPHCFSUYL4,B015V0D1CW,m. crabtree,"Prompt delivery and worked well.  These hooks will hold only a couple of pounds, but worked perfectly for hanging wet swimwear and workout gear on our recent cruise.  Definitely helped expand our storage space.  Thanks for prompt service and reasonable pricing.",Perfect for cruise cabin walls and metal cabinets,1514764800,,{'Color Name:': ' Silver'},,41,8,POSITIVE
5,True,"07 18, 2015",AYK1Q0S86Q1CJ,B00LK51PDK,John W Harding,very good = solid tool,Five Stars,1437177600,,,,5,2,POSITIVE
4,True,"03 21, 2016",A14JBLJTHFFDMR,B00FVT8I22,Quan,"The terminals are little bit soft for using with a breadboard... Overall, they are good.",they are good.,1458518400,,,,15,3,POSITIVE
5,False,"10 25, 2014",AAHIYWRCF0W8C,B00E8JN1DC,James K,looks good haven't had to use it yet,Five Stars,1414195200,,,,8,2,POSITIVE
